Index,Lesson Title,English text,Phonetic translation,Original language translation,Audio File Name,Audio URL
919,46 [forty-six] In the discotheque,"Yes, for my boyfriend.","Hō, mājhyā mitrācī.","हो, माझ्या मित्राची.",[sound:book2-MR-SOUND-0919.mp3],https://www.book2.nl/book2/MR/SOUND/0919.mp3
920,46 [forty-six] In the discotheque,There he is!,Tō ālā.,तो आला.,[sound:book2-MR-SOUND-0920.mp3],https://www.book2.nl/book2/MR/SOUND/0920.mp3
921,47 [forty-seven] Preparing a trip,47 [forty-seven],47 [Sattēcāḷīsa],४७ [सत्तेचाळीस],[sound:book2-MR-SOUND-0921.mp3],https://www.book2.nl/book2/MR/SOUND/0921.mp3
922,47 [forty-seven] Preparing a trip,Preparing a trip,[pravāsācī tayārī],प्रवासाची तयारी,[sound:book2-MR-SOUND-0922.mp3],https://www.book2.nl/book2/MR/SOUND/0922.mp3
923,47 [forty-seven] Preparing a trip,You have to pack our suitcase!,tulā āmacē sāmāna bāndhāyacē āhē.,तुला आमचे सामान बांधायचे आहे.,[sound:book2-MR-SOUND-0923.mp3],https://www.book2.nl/book2/MR/SOUND/0923.mp3
924,47 [forty-seven] Preparing a trip,Don’t forget anything!,Kāhīhī visarū nakōsa.,काहीही विसरू नकोस.,[sound:book2-MR-SOUND-0924.mp3],https://www.book2.nl/book2/MR/SOUND/0924.mp3
925,47 [forty-seven] Preparing a trip,You need a big suitcase!,Tulā mōṭhī suṭakēsa lāgēla.,तुला मोठी सुटकेस लागेल.,[sound:book2-MR-SOUND-0925.mp3],https://www.book2.nl/book2/MR/SOUND/0925.mp3
926,47 [forty-seven] Preparing a trip,Don’t forget your passport!,Tujhā pāsapōrṭa visarū nakōsa.,तुझा पासपोर्ट विसरू नकोस.,[sound:book2-MR-SOUND-0926.mp3],https://www.book2.nl/book2/MR/SOUND/0926.mp3
927,47 [forty-seven] Preparing a trip,Don’t forget your ticket!,Tujhē tikīṭa visarū nakōsa.,तुझे तिकीट विसरू नकोस.,[sound:book2-MR-SOUND-0927.mp3],https://www.book2.nl/book2/MR/SOUND/0927.mp3
928,47 [forty-seven] Preparing a trip,Don’t forget your traveller’s cheques / traveler’s checks (am.)!,Tujhē pravāsī dhanādēśa visarū nakōsa.,तुझे प्रवासी धनादेश विसरू नकोस.,[sound:book2-MR-SOUND-0928.mp3],https://www.book2.nl/book2/MR/SOUND/0928.mp3
929,47 [forty-seven] Preparing a trip,Take some suntan lotion with you.,Barōbara sanaskrīna lōśana ghē.,बरोबर सनस्क्रीन लोशन घे.,[sound:book2-MR-SOUND-0929.mp3],https://www.book2.nl/book2/MR/SOUND/0929.mp3
930,47 [forty-seven] Preparing a trip,Take the sun-glasses with you.,Sōbata sana – glāsa ghē.,सोबत सन – ग्लास घे.,[sound:book2-MR-SOUND-0930.mp3],https://www.book2.nl/book2/MR/SOUND/0930.mp3
931,47 [forty-seven] Preparing a trip,Take the sun hat with you.,Sōbata ṭōpī ghē.,सोबत टोपी घे.,[sound:book2-MR-SOUND-0931.mp3],https://www.book2.nl/book2/MR/SOUND/0931.mp3
932,47 [forty-seven] Preparing a trip,Do you want to take a road map?,Tū barōbara rastyācā nakāśā ghēṇāra kā?,तू बरोबर रस्त्याचा नकाशा घेणार का?,[sound:book2-MR-SOUND-0932.mp3],https://www.book2.nl/book2/MR/SOUND/0932.mp3
933,47 [forty-seven] Preparing a trip,Do you want to take a travel guide?,Tū barōbara pravāsa mārgadarśikā ghēṇāra kā?,तू बरोबर प्रवास मार्गदर्शिका घेणार का?,[sound:book2-MR-SOUND-0933.mp3],https://www.book2.nl/book2/MR/SOUND/0933.mp3
934,47 [forty-seven] Preparing a trip,Do you want to take an umbrella?,Tū barōbara chatrī ghēṇāra kā?,तू बरोबर छत्री घेणार का?,[sound:book2-MR-SOUND-0934.mp3],https://www.book2.nl/book2/MR/SOUND/0934.mp3
935,47 [forty-seven] Preparing a trip,"Remember to take pants, shirts and socks.","Pĕnṭa, śarṭa āṇi mōjē ghēṇyācī āṭhavaṇa ṭhēva.","पॅन्ट, शर्ट आणि मोजे घेण्याची आठवण ठेव.",[sound:book2-MR-SOUND-0935.mp3],https://www.book2.nl/book2/MR/SOUND/0935.mp3
936,47 [forty-seven] Preparing a trip,"Remember to take ties, belts and sports jackets.","Ṭāya, paṭṭā, āṇi spōrṭas jākēṭa ghēṇyācī āṭhavaṇa ṭhēva.","टाय, पट्टा, आणि स्पोर्टस् जाकेट घेण्याची आठवण ठेव.",[sound:book2-MR-SOUND-0936.mp3],https://www.book2.nl/book2/MR/SOUND/0936.mp3
937,47 [forty-seven] Preparing a trip,"Remember to take pyjamas, nightgowns and t-shirts.","Pāyajamā, nā'īṭa gā'una āṇi ṭi – śarṭas ghēṇyācī āṭhavaṇa ṭhēva.","पायजमा, नाईट गाउन आणि टि – शर्टस् घेण्याची आठवण ठेव.",[sound:book2-MR-SOUND-0937.mp3],https://www.book2.nl/book2/MR/SOUND/0937.mp3
938,47 [forty-seven] Preparing a trip,"You need shoes, sandals and boots.","Tulā śūja, sĕnḍala āṇi būṭān̄cī garaja āhē.","तुला शूज, सॅन्डल आणि बूटांची गरज आहे.",[sound:book2-MR-SOUND-0938.mp3],https://www.book2.nl/book2/MR/SOUND/0938.mp3
939,47 [forty-seven] Preparing a trip,"You need handkerchiefs, soap and a nail clipper.","Tulā rumāla, sābaṇa āṇi nēla klīparacī garaja āhē.","तुला रुमाल, साबण आणि नेल क्लीपरची गरज आहे.",[sound:book2-MR-SOUND-0939.mp3],https://www.book2.nl/book2/MR/SOUND/0939.mp3
940,47 [forty-seven] Preparing a trip,"You need a comb, a toothbrush and toothpaste.","Tulā kaṅgavā, ṭūtha braśa āṇi ṭūtha pēsṭacī garaja āhē.","तुला कंगवा, टूथ ब्रश आणि टूथ पेस्टची गरज आहे.",[sound:book2-MR-SOUND-0940.mp3],https://www.book2.nl/book2/MR/SOUND/0940.mp3
941,48 [forty-eight] Vacation activities,48 [forty-eight],48 [Aṭhṭhēcāḷīsa],४८ [अठ्ठेचाळीस],[sound:book2-MR-SOUND-0941.mp3],https://www.book2.nl/book2/MR/SOUND/0941.mp3
942,48 [forty-eight] Vacation activities,Vacation activities,[suṭṭītīla upakrama],सुट्टीतील उपक्रम,[sound:book2-MR-SOUND-0942.mp3],https://www.book2.nl/book2/MR/SOUND/0942.mp3
943,48 [forty-eight] Vacation activities,Is the beach clean?,samudrakinārā svaccha āhē kā?,समुद्रकिनारा स्वच्छ आहे का?,[sound:book2-MR-SOUND-0943.mp3],https://www.book2.nl/book2/MR/SOUND/0943.mp3
944,48 [forty-eight] Vacation activities,Can one swim there?,Āpaṇa tithē pōhū śakatō kā?,आपण तिथे पोहू शकतो का?,[sound:book2-MR-SOUND-0944.mp3],https://www.book2.nl/book2/MR/SOUND/0944.mp3
945,48 [forty-eight] Vacation activities,Isn’t it dangerous to swim there?,Tithē pōhaṇē dhōkādāyaka tara nāhī?,तिथे पोहणे धोकादायक तर नाही?,[sound:book2-MR-SOUND-0945.mp3],https://www.book2.nl/book2/MR/SOUND/0945.mp3
946,48 [forty-eight] Vacation activities,Can one rent a sun umbrella / parasol here?,Ithē pĕrāsōla bhāḍyānē miḷū śakatē kā?,इथे पॅरासोल भाड्याने मिळू शकते का?,[sound:book2-MR-SOUND-0946.mp3],https://www.book2.nl/book2/MR/SOUND/0946.mp3
947,48 [forty-eight] Vacation activities,Can one rent a deck chair here?,Ithē ḍēka – khurcī bhāḍyānē miḷū śakatē kā?,इथे डेक – खुर्ची भाड्याने मिळू शकते का?,[sound:book2-MR-SOUND-0947.mp3],https://www.book2.nl/book2/MR/SOUND/0947.mp3
948,48 [forty-eight] Vacation activities,Can one rent a boat here?,Ithē nāva bhāḍyānē miḷū śakatē kā?,इथे नाव भाड्याने मिळू शकते का?,[sound:book2-MR-SOUND-0948.mp3],https://www.book2.nl/book2/MR/SOUND/0948.mp3
949,48 [forty-eight] Vacation activities,I would like to surf.,Malā sarphiṅga karāyacē āhē.,मला सर्फिंग करायचे आहे.,[sound:book2-MR-SOUND-0949.mp3],https://www.book2.nl/book2/MR/SOUND/0949.mp3
950,48 [forty-eight] Vacation activities,I would like to dive.,Malā pāṇabuḍyānsārakhē pāṇyācyā khālī pōhāyacē āhē.,मला पाणबुड्यांसारखे पाण्याच्या खाली पोहायचे आहे.,[sound:book2-MR-SOUND-0950.mp3],https://www.book2.nl/book2/MR/SOUND/0950.mp3
951,48 [forty-eight] Vacation activities,I would like to water ski.,Malā vŏṭara skī'īṅga karāyacē āhē.,मला वॉटर स्कीईंग करायचे आहे.,[sound:book2-MR-SOUND-0951.mp3],https://www.book2.nl/book2/MR/SOUND/0951.mp3
952,48 [forty-eight] Vacation activities,Can one rent a surfboard?,Sarfa – bōrḍa bhāḍyānē miḷū śakēla kā?,सर्फ़ – बोर्ड भाड्याने मिळू शकेल का?,[sound:book2-MR-SOUND-0952.mp3],https://www.book2.nl/book2/MR/SOUND/0952.mp3
953,48 [forty-eight] Vacation activities,Can one rent diving equipment?,Ḍā'ivhiṅga upakaraṇa bhāḍyānē miḷū śakēla kā?,डाइव्हिंग उपकरण भाड्याने मिळू शकेल का?,[sound:book2-MR-SOUND-0953.mp3],https://www.book2.nl/book2/MR/SOUND/0953.mp3
954,48 [forty-eight] Vacation activities,Can one rent water skis?,Vŏṭara skīja bhāḍyānē miḷū śakēla kā?,वॉटर स्कीज भाड्याने मिळू शकेल का?,[sound:book2-MR-SOUND-0954.mp3],https://www.book2.nl/book2/MR/SOUND/0954.mp3
955,48 [forty-eight] Vacation activities,I’m only a beginner.,Malā yātīla sādhāraṇa māhitī āhē.,मला यातील साधारण माहिती आहे.,[sound:book2-MR-SOUND-0955.mp3],https://www.book2.nl/book2/MR/SOUND/0955.mp3
956,48 [forty-eight] Vacation activities,I’m moderately good.,Mī sādhāraṇa āhē.,मी साधारण आहे.,[sound:book2-MR-SOUND-0956.mp3],https://www.book2.nl/book2/MR/SOUND/0956.mp3
957,48 [forty-eight] Vacation activities,I’m pretty good at it.,Yāta mī cāṅgalā pānragata āhē.,यात मी चांगला पांरगत आहे.,[sound:book2-MR-SOUND-0957.mp3],https://www.book2.nl/book2/MR/SOUND/0957.mp3
958,48 [forty-eight] Vacation activities,Where is the ski lift?,Skī liphṭa kuṭhē āhē?,स्की लिफ्ट कुठे आहे?,[sound:book2-MR-SOUND-0958.mp3],https://www.book2.nl/book2/MR/SOUND/0958.mp3
959,48 [forty-eight] Vacation activities,Do you have skis?,Tujhyākaḍē skīja āhēta kā?,तुझ्याकडे स्कीज आहेत का?,[sound:book2-MR-SOUND-0959.mp3],https://www.book2.nl/book2/MR/SOUND/0959.mp3
960,48 [forty-eight] Vacation activities,Do you have ski boots?,Tujhyākaḍē skī – būṭa āhēta kā?,तुझ्याकडे स्की – बूट आहेत का?,[sound:book2-MR-SOUND-0960.mp3],https://www.book2.nl/book2/MR/SOUND/0960.mp3
961,49 [forty-nine] Sports,49 [forty-nine],49 [Ēkōṇapannāsa],४९ [एकोणपन्नास],[sound:book2-MR-SOUND-0961.mp3],https://www.book2.nl/book2/MR/SOUND/0961.mp3
962,49 [forty-nine] Sports,Sports,[khēḷa],खेळ,[sound:book2-MR-SOUND-0962.mp3],https://www.book2.nl/book2/MR/SOUND/0962.mp3
963,49 [forty-nine] Sports,Do you exercise?,tū khēḷa khēḷatōsa kā? / Khēḷatēsa kā?,तू खेळ खेळतोस का? / खेळतेस का?,[sound:book2-MR-SOUND-0963.mp3],https://www.book2.nl/book2/MR/SOUND/0963.mp3
964,49 [forty-nine] Sports,"Yes, I need some exercise.","Hō, vyāyāma hī gōṣṭa mājhyāsāṭhī atyāvaśyaka āhē.","हो, व्यायाम ही गोष्ट माझ्यासाठी अत्यावश्यक आहे.",[sound:book2-MR-SOUND-0964.mp3],https://www.book2.nl/book2/MR/SOUND/0964.mp3
965,49 [forty-nine] Sports,I am a member of a sports club.,Mī ēkā krīḍā sansthēcā sadasya/ sansthēcī sadasya āhē.,मी एका क्रीडा संस्थेचा सदस्य / संस्थेची सदस्य आहे.,[sound:book2-MR-SOUND-0965.mp3],https://www.book2.nl/book2/MR/SOUND/0965.mp3
966,49 [forty-nine] Sports,We play football / soccer (am.).,Āmhī phuṭabŏla khēḷatō.,आम्ही फुटबॉल खेळतो.,[sound:book2-MR-SOUND-0966.mp3],https://www.book2.nl/book2/MR/SOUND/0966.mp3
967,49 [forty-nine] Sports,We swim sometimes.,Kadhī kadhī āmhī pōhatō.,कधी कधी आम्ही पोहतो.,[sound:book2-MR-SOUND-0967.mp3],https://www.book2.nl/book2/MR/SOUND/0967.mp3
968,49 [forty-nine] Sports,Or we cycle.,Kinvā āmhī sāyakala cālavatō.,किंवा आम्ही सायकल चालवतो.,[sound:book2-MR-SOUND-0968.mp3],https://www.book2.nl/book2/MR/SOUND/0968.mp3
969,49 [forty-nine] Sports,There is a football / soccer (am.) stadium in our city.,Āmacyā śaharāta ēka phuṭabŏlacē maidāna āhē.,आमच्या शहरात एक फुटबॉलचे मैदान आहे.,[sound:book2-MR-SOUND-0969.mp3],https://www.book2.nl/book2/MR/SOUND/0969.mp3
970,49 [forty-nine] Sports,There is also a swimming pool with a sauna.,Sā'unāsaha jalataraṇa talāvapaṇa āhē.,साउनासह जलतरण तलावपण आहे.,[sound:book2-MR-SOUND-0970.mp3],https://www.book2.nl/book2/MR/SOUND/0970.mp3
971,49 [forty-nine] Sports,And there is a golf course.,Āṇi gōlphacē maidāna āhē.,आणि गोल्फचे मैदान आहे.,[sound:book2-MR-SOUND-0971.mp3],https://www.book2.nl/book2/MR/SOUND/0971.mp3
972,49 [forty-nine] Sports,What is on TV?,Dūradarśanavara kāya āhē?,दूरदर्शनवर काय आहे?,[sound:book2-MR-SOUND-0972.mp3],https://www.book2.nl/book2/MR/SOUND/0972.mp3
973,49 [forty-nine] Sports,There is a football / soccer (am.) match on now.,Ātā phuṭabŏla sāmanā cālū āhē.,आता फुटबॉल सामना चालू आहे.,[sound:book2-MR-SOUND-0973.mp3],https://www.book2.nl/book2/MR/SOUND/0973.mp3
974,49 [forty-nine] Sports,The German team is playing against the English one.,Jarmana saṅgha iṅgliśa saṅghāvirud'dha khēḷata āhē.,जर्मन संघ इंग्लिश संघाविरुद्ध खेळत आहे.,[sound:book2-MR-SOUND-0974.mp3],https://www.book2.nl/book2/MR/SOUND/0974.mp3
975,49 [forty-nine] Sports,Who is winning?,Kōṇa jiṅkata āhē?,कोण जिंकत आहे?,[sound:book2-MR-SOUND-0975.mp3],https://www.book2.nl/book2/MR/SOUND/0975.mp3
976,49 [forty-nine] Sports,I have no idea.,Māhita nāhī.,माहित नाही.,[sound:book2-MR-SOUND-0976.mp3],https://www.book2.nl/book2/MR/SOUND/0976.mp3
977,49 [forty-nine] Sports,It is currently a tie.,Sadhyā dōnhī saṅgha barōbarīta āhē.,सध्या दोन्ही संघ बरोबरीत आहे.,[sound:book2-MR-SOUND-0977.mp3],https://www.book2.nl/book2/MR/SOUND/0977.mp3
978,49 [forty-nine] Sports,The referee is from Belgium.,Rēpharī bēljiyamacā āhē.,रेफरी बेल्जियमचा आहे.,[sound:book2-MR-SOUND-0978.mp3],https://www.book2.nl/book2/MR/SOUND/0978.mp3
979,49 [forty-nine] Sports,Now there is a penalty.,Ātā pēnalṭī kika āhē.,आता पेनल्टी किक आहे.,[sound:book2-MR-SOUND-0979.mp3],https://www.book2.nl/book2/MR/SOUND/0979.mp3
980,49 [forty-nine] Sports,Goal! One – zero!,Gōla! Ēka – śūn'ya!,गोल! एक – शून्य!,[sound:book2-MR-SOUND-0980.mp3],https://www.book2.nl/book2/MR/SOUND/0980.mp3
981,50 [fifty] In the swimming pool,50 [fifty],50 [Pannāsa],५० [पन्नास],[sound:book2-MR-SOUND-0981.mp3],https://www.book2.nl/book2/MR/SOUND/0981.mp3
982,50 [fifty] In the swimming pool,In the swimming pool,[jalataraṇa talāvāta],जलतरण तलावात,[sound:book2-MR-SOUND-0982.mp3],https://www.book2.nl/book2/MR/SOUND/0982.mp3
983,50 [fifty] In the swimming pool,It is hot today.,āja garamī āhē.,आज गरमी आहे.,[sound:book2-MR-SOUND-0983.mp3],https://www.book2.nl/book2/MR/SOUND/0983.mp3
984,50 [fifty] In the swimming pool,Shall we go to the swimming pool?,Āpaṇa jalataraṇa talāvāta jā'ū yā kā?,आपण जलतरण तलावात जाऊ या का?,[sound:book2-MR-SOUND-0984.mp3],https://www.book2.nl/book2/MR/SOUND/0984.mp3
985,50 [fifty] In the swimming pool,Do you feel like swimming?,Tulā pōhāvēsē vāṭatē kā?,तुला पोहावेसे वाटते का?,[sound:book2-MR-SOUND-0985.mp3],https://www.book2.nl/book2/MR/SOUND/0985.mp3
986,50 [fifty] In the swimming pool,Do you have a towel?,Tujhyākaḍē ṭŏvēla āhē kā?,तुझ्याकडे टॉवेल आहे का?,[sound:book2-MR-SOUND-0986.mp3],https://www.book2.nl/book2/MR/SOUND/0986.mp3
987,50 [fifty] In the swimming pool,Do you have swimming trunks?,Tujhyākaḍē pōhaṇyācī caḍḍī āhē kā?,तुझ्याकडे पोहण्याची चड्डी आहे का?,[sound:book2-MR-SOUND-0987.mp3],https://www.book2.nl/book2/MR/SOUND/0987.mp3
988,50 [fifty] In the swimming pool,Do you have a bathing suit?,Tujhyākaḍē pōhaṇyācē kapaḍē āhēta kā?,तुझ्याकडे पोहण्याचे कपडे आहेत का?,[sound:book2-MR-SOUND-0988.mp3],https://www.book2.nl/book2/MR/SOUND/0988.mp3
989,50 [fifty] In the swimming pool,Can you swim?,Tulā pōhatā yētē kā?,तुला पोहता येते का?,[sound:book2-MR-SOUND-0989.mp3],https://www.book2.nl/book2/MR/SOUND/0989.mp3
990,50 [fifty] In the swimming pool,Can you dive?,Tulā pāṇabuḍyānsārakhē khōla pāṇyāta pōhatā yētē kā?,तुला पाणबुड्यांसारखे खोल पाण्यात पोहता येते का?,[sound:book2-MR-SOUND-0990.mp3],https://www.book2.nl/book2/MR/SOUND/0990.mp3
991,50 [fifty] In the swimming pool,Can you jump in the water?,Tulā pāṇyāta uḍī māratā yētē kā?,तुला पाण्यात उडी मारता येते का?,[sound:book2-MR-SOUND-0991.mp3],https://www.book2.nl/book2/MR/SOUND/0991.mp3
992,50 [fifty] In the swimming pool,Where is the shower?,Śŏvara kuṭhē āhē?,शॉवर कुठे आहे?,[sound:book2-MR-SOUND-0992.mp3],https://www.book2.nl/book2/MR/SOUND/0992.mp3
993,50 [fifty] In the swimming pool,Where is the changing room?,Kapaḍē badalaṇyācī khōlī kuṭhē āhē?,कपडे बदलण्याची खोली कुठे आहे?,[sound:book2-MR-SOUND-0993.mp3],https://www.book2.nl/book2/MR/SOUND/0993.mp3
994,50 [fifty] In the swimming pool,Where are the swimming goggles?,Pōhōṇyācā caṣmā kuṭhē āhē?,पोहोण्याचा चष्मा कुठे आहे?,[sound:book2-MR-SOUND-0994.mp3],https://www.book2.nl/book2/MR/SOUND/0994.mp3
995,50 [fifty] In the swimming pool,Is the water deep?,Pāṇī khōla āhē kā?,पाणी खोल आहे का?,[sound:book2-MR-SOUND-0995.mp3],https://www.book2.nl/book2/MR/SOUND/0995.mp3
996,50 [fifty] In the swimming pool,Is the water clean?,Pāṇī svaccha āhē kā?,पाणी स्वच्छ आहे का?,[sound:book2-MR-SOUND-0996.mp3],https://www.book2.nl/book2/MR/SOUND/0996.mp3
997,50 [fifty] In the swimming pool,Is the water warm?,Pāṇī garama āhē kā?,पाणी गरम आहे का?,[sound:book2-MR-SOUND-0997.mp3],https://www.book2.nl/book2/MR/SOUND/0997.mp3
998,50 [fifty] In the swimming pool,I am freezing.,Mī thaṇḍīnē gāraṭhata āhē.,मी थंडीने गारठत आहे.,[sound:book2-MR-SOUND-0998.mp3],https://www.book2.nl/book2/MR/SOUND/0998.mp3
999,50 [fifty] In the swimming pool,The water is too cold.,Pāṇī khūpa thaṇḍa āhē.,पाणी खूप थंड आहे.,[sound:book2-MR-SOUND-0999.mp3],https://www.book2.nl/book2/MR/SOUND/0999.mp3
1000,50 [fifty] In the swimming pool,I am getting out of the water now.,Ātā mī pāṇyātūna bāhēra nighatō. / Nighatē.,आता मी पाण्यातून बाहेर निघतो. / निघते.,[sound:book2-MR-SOUND-1000.mp3],https://www.book2.nl/book2/MR/SOUND/1000.mp3
1001,51 [fifty-one] Running errands,51 [fifty-one],51 [Ēkāvanna],५१ [एकावन्न],[sound:book2-MR-SOUND-1001.mp3],https://www.book2.nl/book2/MR/SOUND/1001.mp3
1002,51 [fifty-one] Running errands,Running errands,"[rōjacī kāmē, kharēdī ityādī]","रोजची कामे, खरेदी इत्यादी",[sound:book2-MR-SOUND-1002.mp3],https://www.book2.nl/book2/MR/SOUND/1002.mp3
1003,51 [fifty-one] Running errands,I want to go to the library.,malā vācanālayāta jāyacē āhē.,मला वाचनालयात जायचे आहे.,[sound:book2-MR-SOUND-1003.mp3],https://www.book2.nl/book2/MR/SOUND/1003.mp3
1004,51 [fifty-one] Running errands,I want to go to the bookstore.,Malā pustakān̄cyā dukānāta jāyacē āhē.,मला पुस्तकांच्या दुकानात जायचे आहे.,[sound:book2-MR-SOUND-1004.mp3],https://www.book2.nl/book2/MR/SOUND/1004.mp3
1005,51 [fifty-one] Running errands,I want to go to the newspaper stand.,Malā kōpa-yāvaracyā vr̥ttapatravikrētyācyā sṭŏlavara jāyacē āhē.,मला कोप-यावरच्या वृत्तपत्रविक्रेत्याच्या स्टॉलवर जायचे आहे.,[sound:book2-MR-SOUND-1005.mp3],https://www.book2.nl/book2/MR/SOUND/1005.mp3
1006,51 [fifty-one] Running errands,I want to borrow a book.,Malā ēka pustaka ghyāyacē āhē.,मला एक पुस्तक घ्यायचे आहे.,[sound:book2-MR-SOUND-1006.mp3],https://www.book2.nl/book2/MR/SOUND/1006.mp3
1007,51 [fifty-one] Running errands,I want to buy a book.,Malā ēka pustaka kharēdī karāyacē āhē.,मला एक पुस्तक खरेदी करायचे आहे.,[sound:book2-MR-SOUND-1007.mp3],https://www.book2.nl/book2/MR/SOUND/1007.mp3
1008,51 [fifty-one] Running errands,I want to buy a newspaper.,Malā ēka vr̥ttapatra kharēdī karāyacē āhē.,मला एक वृत्तपत्र खरेदी करायचे आहे.,[sound:book2-MR-SOUND-1008.mp3],https://www.book2.nl/book2/MR/SOUND/1008.mp3
1009,51 [fifty-one] Running errands,I want to go to the library to borrow a book.,Malā ēka pustaka ghēṇyāsāṭhī vācanālayāta jāyacē āhē.,मला एक पुस्तक घेण्यासाठी वाचनालयात जायचे आहे.,[sound:book2-MR-SOUND-1009.mp3],https://www.book2.nl/book2/MR/SOUND/1009.mp3
1010,51 [fifty-one] Running errands,I want to go to the bookstore to buy a book.,Malā ēka pustaka kharēdī karaṇyāsāṭhī pustakān̄cyā dukānāta jāyacē āhē.,मला एक पुस्तक खरेदी करण्यासाठी पुस्तकांच्या दुकानात जायचे आहे.,[sound:book2-MR-SOUND-1010.mp3],https://www.book2.nl/book2/MR/SOUND/1010.mp3
1011,51 [fifty-one] Running errands,I want to go to the kiosk / newspaper stand to buy a newspaper.,Malā ēka vr̥ttapatra kharēdī karaṇyāsāṭhī kōpa-yāvaracyā sṭŏlavara jāyacē āhē.,मला एक वृत्तपत्र खरेदी करण्यासाठी कोप-यावरच्या स्टॉलवर जायचे आहे.,[sound:book2-MR-SOUND-1011.mp3],https://www.book2.nl/book2/MR/SOUND/1011.mp3
1012,51 [fifty-one] Running errands,I want to go to the optician.,Malā caṣmyācyā dukānāta jāyacē āhē.,मला चष्म्याच्या दुकानात जायचे आहे.,[sound:book2-MR-SOUND-1012.mp3],https://www.book2.nl/book2/MR/SOUND/1012.mp3
1013,51 [fifty-one] Running errands,I want to go to the supermarket.,Malā suparamārkēṭāta jāyacē āhē.,मला सुपरमार्केटात जायचे आहे.,[sound:book2-MR-SOUND-1013.mp3],https://www.book2.nl/book2/MR/SOUND/1013.mp3
1014,51 [fifty-one] Running errands,I want to go to the bakery.,Malā bēkarīta jāyacē āhē.,मला बेकरीत जायचे आहे.,[sound:book2-MR-SOUND-1014.mp3],https://www.book2.nl/book2/MR/SOUND/1014.mp3
1015,51 [fifty-one] Running errands,I want to buy some glasses.,Malā kāhī caṣmē kharēdī karāyacē āhēta.,मला काही चष्मे खरेदी करायचे आहेत.,[sound:book2-MR-SOUND-1015.mp3],https://www.book2.nl/book2/MR/SOUND/1015.mp3
1016,51 [fifty-one] Running errands,I want to buy fruit and vegetables.,Malā phaḷē āṇi bhājyā kharēdī karāyacyā āhēta.,मला फळे आणि भाज्या खरेदी करायच्या आहेत.,[sound:book2-MR-SOUND-1016.mp3],https://www.book2.nl/book2/MR/SOUND/1016.mp3
1017,51 [fifty-one] Running errands,I want to buy rolls and bread.,Malā rōla āṇi pāva kharēdī karāyacē āhēta.,मला रोल आणि पाव खरेदी करायचे आहेत.,[sound:book2-MR-SOUND-1017.mp3],https://www.book2.nl/book2/MR/SOUND/1017.mp3
1018,51 [fifty-one] Running errands,I want to go to the optician to buy glasses.,Malā caṣmē kharēdī karaṇyāsāṭhī caṣmyācyā dukānāta jāyacē āhē.,मला चष्मे खरेदी करण्यासाठी चष्म्याच्या दुकानात जायचे आहे.,[sound:book2-MR-SOUND-1018.mp3],https://www.book2.nl/book2/MR/SOUND/1018.mp3
1019,51 [fifty-one] Running errands,I want to go to the supermarket to buy fruit and vegetables.,Malā phaḷē āṇi bhājyā kharēdī karaṇyāsāṭhī suparamārkēṭāta jāyacē āhē.,मला फळे आणि भाज्या खरेदी करण्यासाठी सुपरमार्केटात जायचे आहे.,[sound:book2-MR-SOUND-1019.mp3],https://www.book2.nl/book2/MR/SOUND/1019.mp3
1020,51 [fifty-one] Running errands,I want to go to the baker to buy rolls and bread.,Malā rōla āṇi pāva kharēdī karaṇyāsāṭhī bēkarīta jāyacē āhē.,मला रोल आणि पाव खरेदी करण्यासाठी बेकरीत जायचे आहे.,[sound:book2-MR-SOUND-1020.mp3],https://www.book2.nl/book2/MR/SOUND/1020.mp3
1021,52 [fifty-two] In the department store,52 [fifty-two],52 [Bāvanna],५२ [बावन्न],[sound:book2-MR-SOUND-1021.mp3],https://www.book2.nl/book2/MR/SOUND/1021.mp3
1022,52 [fifty-two] In the department store,In the department store,[ḍipārṭamēṇṭa sṭō'aramadhyē],डिपार्टमेंट स्टोअरमध्ये,[sound:book2-MR-SOUND-1022.mp3],https://www.book2.nl/book2/MR/SOUND/1022.mp3
1023,52 [fifty-two] In the department store,Shall we go to the department store?,āpaṇa ḍipārṭamēṇṭa sṭō'aramadhyē jā'ū yā kā?,आपण डिपार्टमेंट स्टोअरमध्ये जाऊ या का?,[sound:book2-MR-SOUND-1023.mp3],https://www.book2.nl/book2/MR/SOUND/1023.mp3
1024,52 [fifty-two] In the department store,I have to go shopping.,Malā kāhī kharēdī karāyacī āhē.,मला काही खरेदी करायची आहे.,[sound:book2-MR-SOUND-1024.mp3],https://www.book2.nl/book2/MR/SOUND/1024.mp3
1025,52 [fifty-two] In the department store,I want to do a lot of shopping.,Malā khūpa kharēdī karāyacī āhē.,मला खूप खरेदी करायची आहे.,[sound:book2-MR-SOUND-1025.mp3],https://www.book2.nl/book2/MR/SOUND/1025.mp3
1026,52 [fifty-two] In the department store,Where are the office supplies?,Kāryālayīna sāmāna kuṭhē āhē?,कार्यालयीन सामान कुठे आहे?,[sound:book2-MR-SOUND-1026.mp3],https://www.book2.nl/book2/MR/SOUND/1026.mp3
1027,52 [fifty-two] In the department store,I need envelopes and stationery.,Malā liphāphē āṇi lēkhanasāhitya pāhijē.,मला लिफाफे आणि लेखनसाहित्य पाहिजे.,[sound:book2-MR-SOUND-1027.mp3],https://www.book2.nl/book2/MR/SOUND/1027.mp3
